"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000253457",0.57475307348642,1.21871393631385,2.2860279501218,0.533114188848354,0.59395453767469,NA,"SMIM18","100507341","small integral membrane protein 18"
"ENSG00000277481",0.57475307348642,1.21871393631385,2.2860279501218,0.533114188848354,0.59395453767469,NA,"PKD1L3","342372","polycystin 1 like 3, transient receptor potential channel interacting"
"ENSG00000168993",3.70000036513899,0.474449033259977,0.890399137897981,0.532849834491122,0.594137533657043,0.689076041795811,"CPLX1","10815","complexin 1"
"ENSG00000164591",1.98938983488919,-0.675933360620216,1.26883340801282,-0.532720336926523,0.594227186126738,0.689124066463776,"MYOZ3","91977","myozenin 3"
"ENSG00000147687",186.415213662042,0.0726065256896134,0.136409948296581,0.532267086061443,0.594541024972179,0.689432050714613,"TATDN1","83940","TatD DNase domain containing 1"
"ENSG00000188707",0.938730985463538,0.989119567468646,1.858949712301,0.532085166652688,0.594667010458401,0.689466199463296,NA,NA,NA
"ENSG00000165828",0.938730985463538,0.989119567468646,1.858949712301,0.532085166652688,0.594667010458401,0.689466199463296,"PRAP1","118471","proline rich acidic protein 1"
"ENSG00000009780",88.8892375846076,0.098950323105112,0.186239463944517,0.53130695830713,0.595206084301928,0.690035200727922,"FAM76A","199870","family with sequence similarity 76 member A"
"ENSG00000121022",642.841219064,0.0409040954357183,0.0770346828220549,0.53098285002619,0.595430663596489,0.690239538939478,"COPS5","10987","COP9 signalosome subunit 5"
"ENSG00000106992",156.586896106508,0.0765176748879623,0.144132813727129,0.530883099478131,0.595499789966937,0.690263653322059,"AK1","203","adenylate kinase 1"
"ENSG00000147059",1.69579380707021,0.712914994580607,1.34536286976826,0.529905359067481,0.596177550348213,0.690947745089668,"SPIN2A","54466","spindlin family member 2A"
"ENSG00000222014",2.36620955796496,-0.589765424845892,1.11299143678721,-0.529892149528416,0.596186709481249,0.690947745089668,"RAB6C","84084","RAB6C, member RAS oncogene family"
"ENSG00000175513",1.80046323903787,0.681764321691976,1.28716690742738,0.529662717210929,0.596345801799939,0.691075873301938,"TSGA10IP","254187","testis specific 10 interacting protein"
"ENSG00000143324",1045.23937764273,-0.0338849999954913,0.0639892266438645,-0.529542264732783,0.596429333362119,0.691075873301938,"XPR1","9213","xenotropic and polytropic retrovirus receptor 1"
"ENSG00000213760",20.748695428574,0.205503611846587,0.38809164555191,0.529523410776695,0.596442408713686,0.691075873301938,"ATP6V1G2","534","ATPase H+ transporting V1 subunit G2"
"ENSG00000197345",257.827440516239,-0.061164719576566,0.115567075574394,-0.529257310289838,0.596626965200073,0.691233641894545,"MRPL21","219927","mitochondrial ribosomal protein L21"
"ENSG00000130856",170.473321117063,0.0787901515096845,0.149011167215811,0.528753334275769,0.596976573715124,0.691543317446654,"ZNF236","7776","zinc finger protein 236"
"ENSG00000099949",1122.26411559198,-0.0356055814033187,0.067341400078846,-0.528732419605626,0.596991084250538,0.691543317446654,"LZTR1","8216","leucine zipper like post translational regulator 1"
"ENSG00000143093",711.165635854839,-0.0402494289968716,0.0761347643349904,-0.528660321581551,0.597041106873364,0.691545180877322,"STRIP1","85369","striatin interacting protein 1"
"ENSG00000015133",3.29382754293828,-0.540121760359499,1.0236248040941,-0.52765599094436,0.597738123778068,0.692296388554765,"CCDC88C","440193","coiled-coil domain containing 88C"
"ENSG00000115392",87.1686479558477,0.101403940388388,0.19265276298198,0.526356013891547,0.598640871218468,0.693248585963345,"FANCL","55120","FA complementation group L"
"ENSG00000185689",3.6301314449373,-0.479508030685544,0.911036643579536,-0.526332320510752,0.598657330429702,0.693248585963345,"TEX56P","404220","testis expressed 56, pseudogene"
"ENSG00000197024",307.098035009372,0.0564845489634486,0.107340751178225,0.526217194713528,0.598737308422445,0.693284996231047,"ZNF398","57541","zinc finger protein 398"
"ENSG00000118482",958.612217239933,-0.0343659104531591,0.0654272490396584,-0.525253788865987,0.599406777167196,0.694003923567823,"PHF3","23469","PHD finger protein 3"
"ENSG00000148356",300.653748169885,0.056094999560564,0.10684277834266,0.525023781959873,0.599566658618113,0.694132772872518,"LRSAM1","90678","leucine rich repeat and sterile alpha motif containing 1"
"ENSG00000117222",418.998870853877,-0.0484782232011389,0.092449893150054,-0.524372950030939,0.600019166817026,0.694600354875955,"RBBP5","5929","RB binding protein 5, histone lysine methyltransferase complex subunit"
"ENSG00000255837",2.63123003738556,0.576003516215363,1.09868187584909,0.524267787497826,0.600092298362348,0.694626434230273,"TAS2R20","259295","taste 2 receptor member 20"
"ENSG00000176476",49.02102035783,-0.133926292013184,0.255486671677232,-0.524200699527601,0.600138954413036,0.694626434230273,"SGF29","112869","SAGA complex associated factor 29"
"ENSG00000122687",412.448694559797,-0.0472331996736861,0.0901812028988291,-0.523758811763414,0.600446304415676,0.694904907494429,"MRM2","29960","mitochondrial rRNA methyltransferase 2"
"ENSG00000113532",5.01105763822565,0.419914710205749,0.801800187980772,0.523714906157915,0.600476846345823,0.694904907494429,"ST8SIA4","7903","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"ENSG00000163026",233.171082767874,-0.0628877753269085,0.120104493357414,-0.523608847337322,0.600550626635464,0.694933988242139,"WDCP","80304","WD repeat and coiled coil containing"
"ENSG00000119402",1345.88716306871,0.0324011181068747,0.0618912384515266,0.523517042436489,0.600614494430906,0.694951594852253,"FBXW2","26190","F-box and WD repeat domain containing 2"
"ENSG00000100292",224.720948397048,-0.0634324571245891,0.121209171956368,-0.52333050462075,0.600744276468163,0.695045459668819,"HMOX1","3162","heme oxygenase 1"
"ENSG00000100554",1450.7802598788,-0.0298626407949066,0.0570895555441182,-0.523084135272852,0.600915705182414,0.695187489497497,"ATP6V1D","51382","ATPase H+ transporting V1 subunit D"
"ENSG00000182923",327.25966357411,0.0526483574898623,0.100699479443602,0.522826510928976,0.601094988978397,0.695270217296265,"CEP63","80254","centrosomal protein 63"
"ENSG00000169403",1.75555386326082,0.69101264204428,1.32170304725775,0.522819890199982,0.601099596739516,0.695270217296265,"PTAFR","5724","platelet activating factor receptor"
"ENSG00000162688",371.515600127008,0.0553225181257529,0.10582541827448,0.522771551748206,0.601133238841282,0.695270217296265,"AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
"ENSG00000262481",2.00317177049183,-0.637293393769519,1.22050806350069,-0.522154185480446,0.601562981854302,0.695661369816016,NA,NA,NA
"ENSG00000123411",171.267439424805,0.0723041401573367,0.138479635878728,0.52212832376781,0.601580986980404,0.695661369816016,"IKZF4","64375","IKAROS family zinc finger 4"
"ENSG00000186566",1004.88488063236,-0.0335993301058966,0.0643571842310841,-0.522075825835593,0.601617537198071,0.695661369816016,"GPATCH8","23131","G-patch domain containing 8"
"ENSG00000124104",254.418055767643,0.0605362735320349,0.115988846894236,0.52191460776599,0.60172978703361,0.695723873706252,"SNX21","90203","sorting nexin family member 21"
"ENSG00000101997",228.419790362662,-0.0631758114740542,0.121061951658205,-0.521846960244115,0.601776890170207,0.695723873706252,"CCDC22","28952","coiled-coil domain containing 22"
"ENSG00000182175",2.53805060716489,-0.581131138154061,1.11372964257825,-0.521788337076816,0.601817710971328,0.695723873706252,"RGMA","56963","repulsive guidance molecule BMP co-receptor a"
"ENSG00000104221",125.676197947756,-0.0853960980512418,0.163843756361397,-0.52120446910946,0.602224341207461,0.696137613482834,"BRF2","55290","BRF2 RNA polymerase III transcription initiation factor subunit"
"ENSG00000134602",4.17225155102077,0.453949906975242,0.871436119600781,0.520921610620413,0.602421380277285,0.696309030254146,"STK26","51765","serine/threonine kinase 26"
"ENSG00000163794",3.56233812709566,0.52671378719527,1.01165150044021,0.520647463050343,0.602612379033578,0.696455042316701,"UCN","7349","urocortin"
"ENSG00000162032",3.9157416530895,0.494613460418324,0.950082880829856,0.52060032908529,0.602645220038814,0.696455042316701,"SPSB3","90864","splA/ryanodine receptor domain and SOCS box containing 3"
"ENSG00000152457",123.318639164129,0.0838000809506238,0.160994772492869,0.520514297781536,0.602705165185132,0.696467970188854,"DCLRE1C","64421","DNA cross-link repair 1C"
"ENSG00000106682",5608.1777235739,-0.020839242658748,0.0400442205495946,-0.52040575076093,0.602780802729406,0.696499028165899,"EIF4H","7458","eukaryotic translation initiation factor 4H"
"ENSG00000153086",0.998936683735799,2.05954375785324,3.95931465735216,0.520176832631582,0.602940331064753,0.69657066393796,"ACMSD","130013","aminocarboxymuconate semialdehyde decarboxylase"
"ENSG00000102539",0.935885182296645,2.05954375785324,3.95931465735216,0.520176832631582,0.602940331064753,0.69657066393796,"MLNR","2862","motilin receptor"
"ENSG00000179304",2.51903759041682,0.572721676822222,1.10174320371599,0.519832275697759,0.60318048151848,0.696791750748886,"FAM156B","727866","family with sequence similarity 156 member B"
"ENSG00000164221",155.782154485612,-0.0754340599892001,0.145150300051871,-0.51969620429474,0.603275332873705,0.696844966421478,"CCDC112","153733","coiled-coil domain containing 112"
"ENSG00000126890",251.79039014847,-0.0584648125099484,0.112557207547066,-0.519423089680874,0.603465733244496,0.697008533489479,"CTAG2","30848","cancer/testis antigen 2"
"ENSG00000131732",331.012130897248,-0.0537525792782828,0.103575855765375,-0.518968237154088,0.603782891165094,0.697262938827207,"ZCCHC9","84240","zinc finger CCHC-type containing 9"
"ENSG00000100347",748.732737818664,-0.0374077727447914,0.0720811908166266,-0.518967185766343,0.603783624359684,0.697262938827207,"SAMM50","25813","SAMM50 sorting and assembly machinery component"
"ENSG00000273554",0.998491041654146,0.944150816967746,1.82284230713047,0.51795529063292,0.604489463813975,0.698021624989396,NA,NA,NA
"ENSG00000235961",3.84454212237678,-0.503592169397603,0.973102579367763,-0.517511904782734,0.604798860735065,0.698322441737908,"PNMA6A","84968","PNMA family member 6A"
"ENSG00000140264",3823.30428658993,-0.0225811563562864,0.0436514067515443,-0.51730649792833,0.604942218760145,0.6983876816656,"SERF2","10169","small EDRK-rich factor 2"
"ENSG00000004838",3.10139316657933,-0.542862392447311,1.04943361333916,-0.517290837216465,0.604953149345315,0.6983876816656,"ZMYND10","51364","zinc finger MYND-type containing 10"
"ENSG00000267796",39.1115723042556,-0.146297937833038,0.282875017868231,-0.517182248667809,0.605028942485001,0.698418733995132,"LIN37","55957","lin-37 DREAM MuvB core complex component"
"ENSG00000146856",8.38222526642826,-0.314277211375582,0.60813877613571,-0.516785351811622,0.605306006604166,0.698682100875467,"AGBL3","340351","AGBL carboxypeptidase 3"
"ENSG00000122783",195.764955916027,-0.0672000169145205,0.130117738564249,-0.516455462998527,0.60553633727807,0.698883974710478,"CYREN","78996","cell cycle regulator of NHEJ"
"ENSG00000119547",2.03413722571847,-0.63208176371989,1.22402833622164,-0.516394714905878,0.605578756300167,0.698883974710478,"ONECUT2","9480","one cut homeobox 2"
"ENSG00000160221",2.65114981399678,-0.56461277825651,1.09379746762832,-0.516194994929692,0.60571822563065,0.698988458144143,"GATD3","8209","glutamine amidotransferase class 1 domain containing 3"
"ENSG00000084734",0.919486750349679,0.963174110267771,1.86726848818602,0.515819827926008,0.605980252771315,0.699121390080402,"GCKR","2646","glucokinase regulator"
"ENSG00000154479",0.919486750349679,0.963174110267771,1.86726848818602,0.515819827926008,0.605980252771315,0.699121390080402,"CFAP210","129881","cilia and flagella associated protein 210"
"ENSG00000166689",0.919486750349679,0.963174110267771,1.86726848818602,0.515819827926008,0.605980252771315,0.699121390080402,"PLEKHA7","144100","pleckstrin homology domain containing A7"
"ENSG00000188672",3.88108823940111,-0.468752278156824,0.908939026410216,-0.5157136667441,0.606054407919938,0.699150473487998,"RHCE","6006","Rh blood group CcEe antigens"
"ENSG00000147485",3.97103006526123,0.463403510834382,0.899279150549168,0.51530552059546,0.606339541818482,0.699395107417621,"PXDNL","137902","peroxidasin like"
"ENSG00000116863",411.168518080338,-0.0471449382116684,0.0914956096301514,-0.51526995013466,0.606364394445521,0.699395107417621,"ADPRS","54936","ADP-ribosylserine hydrolase"
"ENSG00000109771",17.5232202942315,0.221554481316604,0.430072866130893,0.515155683523577,0.606444234150374,0.699430717852559,"LRP2BP","55805","LRP2 binding protein"
"ENSG00000119707",1908.29242668574,0.0264594307821576,0.0514128569402913,0.514646186903918,0.606800283865695,0.699759379012183,"RBM25","58517","RNA binding motif protein 25"
"ENSG00000175564",6.93918710737508,0.353592222234232,0.68711023598547,0.51460770589031,0.606827179209179,0.699759379012183,"UCP3","7352","uncoupling protein 3"
"ENSG00000180509",1.57724446652731,-0.705131596946905,1.37053742992355,-0.514492768713539,0.606907514849633,0.699795523257358,"KCNE1","3753","potassium voltage-gated channel subfamily E regulatory subunit 1"
"ENSG00000185669",23.4493507312657,-0.18321355056623,0.356330263833261,-0.514167807682936,0.607134672913268,0.700000941794586,"SNAI3","333929","snail family transcriptional repressor 3"
"ENSG00000109610",76.6694099547888,0.107475620914228,0.209079073650434,0.514042936185572,0.607221972145446,0.700045088791409,"SOD3","6649","superoxide dismutase 3"
"ENSG00000150456",85.8837637434573,0.0995113290058552,0.193714233764189,0.513701688679169,0.607460571142519,0.700263642821381,"EEF1AKMT1","221143","EEF1A lysine methyltransferase 1"
"ENSG00000261740",15.0869389655561,0.241786777447296,0.4708356285063,0.51352693553449,0.60758277409309,0.700295222996444,"BOLA2-SMG1P6","107282092","BOLA2-SMG1P6 readthrough"
"ENSG00000121380",1.55487077111267,-0.731318135212141,1.42412148828339,-0.513522295133444,0.607586019223952,0.700295222996444,"BCL2L14","79370","BCL2 like 14"
"ENSG00000001630",84.2276737363165,-0.103008570844025,0.200711039956463,-0.513218260771153,0.607798653750091,0.700483780068283,"CYP51A1","1595","cytochrome P450 family 51 subfamily A member 1"
"ENSG00000156345",90.1419763923999,-0.094212642276669,0.183685500593652,-0.512901900107433,0.608019944229482,0.700682281837347,"CDK20","23552","cyclin dependent kinase 20"
"ENSG00000183624",383.817245059224,0.0508604956330872,0.0991899399990176,0.51275860872172,0.608120186647358,0.700741267027337,"HMCES","56941","5-hydroxymethylcytosine binding, ES cell specific"
"ENSG00000087842",111.794035265168,-0.0865038356678151,0.16895702117229,-0.511987220582001,0.608659953503199,0.701253418907017,"PIR","8544","pirin"
"ENSG00000132965",2.87855271427562,-0.536538094424042,1.04796053983843,-0.51198310816814,0.608662831672444,0.701253418907017,"ALOX5AP","241","arachidonate 5-lipoxygenase activating protein"
"ENSG00000243335",309.065958260295,0.0563732110604424,0.110218449691268,0.511468009379094,0.609023383539284,0.701558775435027,"KCTD7","154881","potassium channel tetramerization domain containing 7"
"ENSG00000163126",2.90555118275635,0.519529201928704,1.01576859983861,0.511464128750632,0.609026100209629,0.701558775435027,"ANKRD23","200539","ankyrin repeat domain 23"
"ENSG00000132010",5.19362925204602,0.385181114409778,0.753558173259273,0.511149806449317,0.609246162387597,0.701755679666513,"ZNF20","7568","zinc finger protein 20"
"ENSG00000123131",1721.14200348496,0.0283441624401152,0.0555085061661295,0.510627368628602,0.609612007860057,0.702120458012663,"PRDX4","10549","peroxiredoxin 4"
"ENSG00000198848",2.49967359089658,-0.605452300116928,1.18597055618459,-0.510512083929588,0.609692750970336,0.702156837447415,"CES1","1066","carboxylesterase 1"
"ENSG00000120868",837.310217475184,0.0361979222616604,0.0709417249710738,0.510248690406386,0.609877244385969,0.702286580706127,"APAF1","317","apoptotic peptidase activating factor 1"
"ENSG00000117010",30.1041296206927,-0.161056087714133,0.315674856964976,-0.51019612161257,0.609914069050986,0.702286580706127,"ZNF684","127396","zinc finger protein 684"
"ENSG00000184154",47.2489633624243,-0.13202110348602,0.258793522058701,-0.510140680631386,0.609952906765627,0.702286580706127,"LRRC51","120356739","leucine rich repeat containing 51"
"ENSG00000007372",4.35917449523658,-0.434105448421538,0.852561883431858,-0.509177640776189,0.610627714077443,0.703006872562441,"PAX6","5080","paired box 6"
"ENSG00000167699",529.144945992135,0.0424444177462705,0.0834177849512615,0.508817367556206,0.610880244594671,0.703240926320945,"GLOD4","51031","glyoxalase domain containing 4"
"ENSG00000146842",222.007987188166,0.0626838806851597,0.123213098033494,0.508743645648125,0.610931925059847,0.703243743859687,"TMEM209","84928","transmembrane protein 209"
"ENSG00000178297",9.69683254056394,-0.281719563448175,0.554051372919122,-0.508471916537059,0.611122429092367,0.703406347877145,"TMPRSS9","360200","transmembrane serine protease 9"
"ENSG00000148337",1707.13229227046,0.0280477741526294,0.0551900386811547,0.508203560332106,0.611310594280617,0.703566233881584,"CIZ1","25792","CDKN1A interacting zinc finger protein 1"
"ENSG00000243667",15.8446985275007,0.223073206674822,0.439218511328205,0.5078866234491,0.611532856173305,0.703765333353165,"DNAAF10","116143","dynein axonemal assembly factor 10"
"ENSG00000180185",550.654195374927,0.0429352676075507,0.0845635327153638,0.507727932228996,0.611644156793774,0.703794377307751,"FAHD1","81889","fumarylacetoacetate hydrolase domain containing 1"
"ENSG00000204740",4.00963829613186,-0.447918519387144,0.882232763969038,-0.507710139183703,0.611656636789304,0.703794377307751,"MALRD1","340895","MAM and LDL receptor class A domain containing 1"
"ENSG00000144028",4104.60455596507,-0.0230562950791042,0.0454644572050312,-0.507127908183906,0.612065074279544,0.704207613452195,"SNRNP200","23020","small nuclear ribonucleoprotein U5 subunit 200"
"ENSG00000091972",6.81235700158874,-0.355469415611193,0.701947224880701,-0.506404759519645,0.612572534028316,0.704697607284182,"CD200","4345","CD200 molecule"
"ENSG00000131652",109.897117031923,0.0858030330290568,0.169443823835918,0.506380410254108,0.612589624030221,0.704697607284182,"THOC6","79228","THO complex subunit 6"
"ENSG00000165923",3.27265855503425,0.497667786734512,0.983246640350899,0.506147457119106,0.612753137334114,0.704789871945439,"AGBL2","79841","AGBL carboxypeptidase 2"
"ENSG00000204351",897.925189783503,0.0341980967159472,0.0675684054350426,0.506125555217131,0.612768511599721,0.704789871945439,"SKIC2","6499","SKI2 subunit of superkiller complex"
"ENSG00000104915",513.945118412436,0.0436412263809945,0.0862634877893556,0.50590611971963,0.612922556013233,0.704910289057409,"STX10","8677","syntaxin 10"
"ENSG00000090863",5739.3865192164,0.0217707938987289,0.0430452553683963,0.505765239685695,0.613021463257503,0.704967279701326,"GLG1","2734","golgi glycoprotein 1"
"ENSG00000232859",15.2282193756626,-0.224141847128427,0.44379503098466,-0.505057135568007,0.613518706605108,0.705482306001237,"LYRM9","201229","LYR motif containing 9"
"ENSG00000173465",288.709280794717,-0.053769452243162,0.106494919431687,-0.504901572113528,0.613627969874817,0.705551148812034,"ZNRD2","10534","zinc ribbon domain containing 2"
"ENSG00000162714",574.710186877592,0.0399592832397664,0.0791644803212672,0.50476278095432,0.613725460013883,0.705606444851763,"ZNF496","84838","zinc finger protein 496"
"ENSG00000168765",193.28379620963,0.0653810057000271,0.129558150963931,0.504646023531387,0.613807478433734,0.705643945428367,"GSTM4","2948","glutathione S-transferase mu 4"
"ENSG00000110025",3.75446010676614,0.456322928221503,0.905670164950004,0.503851121392183,0.614366000611949,0.706229193042095,"SNX15","29907","sorting nexin 15"
"ENSG00000090554",1.47387168783672,0.738102908426161,1.4656081908536,0.503615436262182,0.614531643096259,0.706293260414238,"FLT3LG","2323","fms related receptor tyrosine kinase 3 ligand"
"ENSG00000274641",1.52191052391454,0.73288693267602,1.45535938970615,0.50357797383916,0.614557973971245,0.706293260414238,"H2BC17","8348","H2B clustered histone 17"
"ENSG00000213694",1447.53433699349,0.0295367055769298,0.0586556935747085,0.503560759013267,0.614570073767052,0.706293260414238,"S1PR3","1903","sphingosine-1-phosphate receptor 3"
"ENSG00000116771",13.092042699071,0.242181200900435,0.481060347879185,0.503432057886544,0.614660537334443,0.706311850514565,"AGMAT","79814","agmatinase"
"ENSG00000173088",1.83784959981383,0.644607304067196,1.28067319212725,0.503334736785173,0.614728947884926,0.706311850514565,NA,NA,NA
"ENSG00000135540",187.564222881474,-0.0665128518439451,0.13214647863719,-0.503326706317746,0.614734592942948,0.706311850514565,"NHSL1","57224","NHS like 1"
"ENSG00000073598",1.97750662982864,-0.621113418208985,1.23456746559943,-0.503102046276109,0.614892528111797,0.706436489306595,"FNDC8","54752","fibronectin type III domain containing 8"
"ENSG00000112110",547.342447549028,-0.0416493494648926,0.0828465031561973,-0.502729118045788,0.615154734671973,0.706680893522154,"MRPL18","29074","mitochondrial ribosomal protein L18"
"ENSG00000280316",0.593386371671213,-1.22525201416574,2.43759727998701,-0.502647432463604,0.615212174527512,NA,NA,NA,NA
"ENSG00000163751",0.593386371671213,-1.22525201416574,2.43759727998701,-0.502647432463604,0.615212174527512,NA,"CPA3","1359","carboxypeptidase A3"
"ENSG00000180113",0.593386371671213,-1.22525201416574,2.43759727998701,-0.502647432463604,0.615212174527512,NA,"TDRD6","221400","tudor domain containing 6"
"ENSG00000221946",0.593386371671213,-1.22525201416574,2.43759727998701,-0.502647432463604,0.615212174527512,NA,"FXYD7","53822","FXYD domain containing ion transport regulator 7"
"ENSG00000123095",74.3587318930581,0.103028620299678,0.205010844282723,0.502552051137328,0.61527924797263,0.706767091117092,"BHLHE41","79365","basic helix-loop-helix family member e41"
"ENSG00000176971",388.274159524776,-0.0507446517267573,0.101044898439218,-0.502199047260974,0.615527513062313,0.706995416257806,"FIBIN","387758","fin bud initiation factor homolog"
"ENSG00000188612",2125.37401442674,-0.0260719733095086,0.0519306680766577,-0.502053493150182,0.615629893040098,0.707056154392921,"SUMO2","6613","small ubiquitin like modifier 2"
"ENSG00000162961",346.271814080302,0.049092814782604,0.0978658720239345,0.501633651929221,0.615925243234121,0.707338492873145,"DPY30","84661","dpy-30 histone methyltransferase complex regulatory subunit"
"ENSG00000253251",20.7606525753087,0.189974731443101,0.378766813827643,0.50156118357705,0.615976229617638,0.707340177173273,"SHLD3","112441434","shieldin complex subunit 3"
"ENSG00000078579",2.32882319718899,-0.566774754137172,1.13141902445709,-0.500941509631355,0.616412287775832,0.707784012748391,"FGF20","26281","fibroblast growth factor 20"
"ENSG00000163884",5.37887946640613,0.401386574309454,0.801682022713531,0.5006805228722,0.61659598198769,0.707938028029272,"KLF15","28999","KLF transcription factor 15"
"ENSG00000163815",14.713815503862,-0.226404077929501,0.452425612014247,-0.500422769881498,0.61677742368876,0.708057899720018,"CLEC3B","7123","C-type lectin domain family 3 member B"
"ENSG00000116874",143.623499032903,-0.0768958103893416,0.153671335366905,-0.50039137231251,0.616799527178394,0.708057899720018,"WARS2","10352","tryptophanyl tRNA synthetase 2, mitochondrial"
"ENSG00000124593",21.6106820903044,0.186956093156303,0.373674415434053,0.500318152472758,0.616851074364445,0.708060169256005,NA,NA,NA
"ENSG00000196247",91.5872419202489,0.0918224475205127,0.183703482044289,0.499840539214033,0.617187363155165,0.708349112948701,"ZNF107","51427","zinc finger protein 107"
"ENSG00000159208",62.2990476767681,0.110711053101523,0.221532419066603,0.499751023204589,0.617250400556449,0.708349112948701,"CIART","148523","circadian associated repressor of transcription"
"ENSG00000111670",1371.51775445814,0.0298786139305976,0.0597882139708496,0.499740867743019,0.61725755223641,0.708349112948701,"GNPTAB","79158","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta"
"ENSG00000101888",72.8143778234616,0.106004599310376,0.212145418675259,0.499678946509056,0.617301159198084,0.708349112948701,"NXT2","55916","nuclear transport factor 2 like export factor 2"
"ENSG00000173261",2.58961210685706,0.552276152647015,1.10680831890429,0.498980847192904,0.617792876931142,0.708856410481519,"PLAC8L1","153770","PLAC8 like 1"
"ENSG00000108984",10.7141406567844,-0.266025818186638,0.533537073174153,-0.498607934785074,0.618055614128045,0.709100915036545,"MAP2K6","5608","mitogen-activated protein kinase kinase 6"
"ENSG00000167617",268.555066708445,0.0575583994282584,0.115465059039816,0.49849192393701,0.618137360083617,0.709137744071511,"CDC42EP5","148170","CDC42 effector protein 5"
"ENSG00000173120",1748.01081013834,-0.0303310547204418,0.0608556989484789,-0.498409438138577,0.618195485803257,0.709147471828921,"KDM2A","22992","lysine demethylase 2A"
"ENSG00000184343",2.04166024071955,-0.605480037975779,1.21609202444226,-0.497889983493207,0.618561587653503,0.709510456760832,"SRPK3","26576","SRSF protein kinase 3"
"ENSG00000166348",123.124216872524,0.0792143659943938,0.159490667381077,0.496670854132951,0.619421178861849,0.710439386451152,"USP54","159195","ubiquitin specific peptidase 54"
"ENSG00000100625",561.473347123063,-0.0408186555516026,0.0822338797837646,-0.496372731761361,0.619631460074813,0.710623506680741,"SIX4","51804","SIX homeobox 4"
"ENSG00000174276",92.6810165093793,0.0918154413688604,0.185182524914091,0.495810505939774,0.620028111858745,0.711021319026198,"ZNHIT2","741","zinc finger HIT-type containing 2"
"ENSG00000103056",5.1877301663537,-0.382450393452714,0.772262829229656,-0.495233460652527,0.620435333809268,0.71143118793703,"SMPD3","55512","sphingomyelin phosphodiesterase 3"
"ENSG00000231274",0.897113054935038,0.929344694839637,1.87734257926293,0.49503202298033,0.620577516167198,0.711537103943832,"SBK3","100130827","SH3 domain binding kinase family member 3"
"ENSG00000203546",2.09389728190908,-0.6349246528876,1.28310499507274,-0.494834526656647,0.620716930337154,0.711639829274894,NA,NA,NA
"ENSG00000117407",1.72682327427201,-0.704376173965167,1.42421554270052,-0.494571329161012,0.620902744646106,0.71179573070024,"ARTN","9048","artemin"
"ENSG00000205629",414.861264595012,-0.0450697186841528,0.0912119194151126,-0.494120932583789,0.621220775394064,0.712103166337277,"LCMT1","51451","leucine carboxyl methyltransferase 1"
"ENSG00000145700",0.551768441142713,-1.22920132807444,2.48946789259042,-0.493760667383178,0.621475214188814,NA,"ANKRD31","256006","ankyrin repeat domain 31"
"ENSG00000046889",0.551768441142713,-1.22920132807444,2.48946789259042,-0.493760667383178,0.621475214188814,NA,"PREX2","80243","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
"ENSG00000175318",0.551768441142713,-1.22920132807444,2.48946789259042,-0.493760667383178,0.621475214188814,NA,"GRAMD2A","196996","GRAM domain containing 2A"
"ENSG00000006047",0.551768441142713,-1.22920132807444,2.48946789259042,-0.493760667383178,0.621475214188814,NA,"YBX2","51087","Y-box binding protein 2"
"ENSG00000104953",0.551768441142713,-1.22920132807444,2.48946789259042,-0.493760667383178,0.621475214188814,NA,"TLE6","79816","TLE family member 6, subcortical maternal complex member"
"ENSG00000130201",1.65937821813256,-0.682059976818291,1.38165950556835,-0.493652722736288,0.621551459358382,0.712377391438133,NA,NA,NA
"ENSG00000196189",3.09525260826424,-0.496942348231734,1.00668777277226,-0.493640989463133,0.62155974723421,0.712377391438133,"SEMA4A","64218","semaphorin 4A"
"ENSG00000114473",67.5209638232948,0.107996854349628,0.218907539047598,0.493344609415878,0.621769113177819,0.712560174312578,"IQCG","84223","IQ motif containing G"
"ENSG00000163395",0.567721231008027,-1.15964046716994,2.35230720674334,-0.492980025672502,0.622026700912977,NA,"IGFN1","91156","immunoglobulin like and fibronectin type III domain containing 1"
"ENSG00000009790",0.567721231008027,-1.15964046716994,2.35230720674334,-0.492980025672502,0.622026700912977,NA,"TRAF3IP3","80342","TRAF3 interacting protein 3"
"ENSG00000174808",0.567721231008027,-1.15964046716994,2.35230720674334,-0.492980025672502,0.622026700912977,NA,"BTC","685","betacellulin"
"ENSG00000255587",0.567721231008027,-1.15964046716994,2.35230720674334,-0.492980025672502,0.622026700912977,NA,"RAB44","401258","RAB44, member RAS oncogene family"
"ENSG00000179774",0.567721231008027,-1.15964046716994,2.35230720674334,-0.492980025672502,0.622026700912977,NA,"ATOH7","220202","atonal bHLH transcription factor 7"
"ENSG00000108018",0.567721231008027,-1.15964046716994,2.35230720674334,-0.492980025672502,0.622026700912977,NA,"SORCS1","114815","sortilin related VPS10 domain containing receptor 1"
"ENSG00000154645",0.567721231008027,-1.15964046716994,2.35230720674334,-0.492980025672502,0.622026700912977,NA,"CHODL","140578","chondrolectin"
